id,channel_id,timestamp,subscriber_count
608,13,2024-12-24 16:22:09.829036,8929
609,14,2024-12-24 16:22:10.443005,48359
610,15,2024-12-24 16:22:10.792191,52413
611,16,2024-12-24 16:22:11.715659,5126
612,17,2024-12-24 16:22:12.232847,22963
613,18,2024-12-24 16:22:12.676614,1766
614,19,2024-12-24 16:22:13.279361,9268
615,20,2024-12-24 16:22:13.987689,9022
616,21,2024-12-24 16:22:14.520250,14134
617,22,2024-12-24 16:22:15.239704,8189
618,23,2024-12-24 16:22:15.734699,23593
619,24,2024-12-24 16:22:16.760286,7107
620,25,2024-12-24 16:22:17.273023,11837
621,21,2024-12-24 16:22:17.919344,14134
622,26,2024-12-24 16:22:18.479369,19846
623,1,2024-12-24 16:46:01.849527,4673
624,2,2024-12-24 16:46:03.221841,5869
625,3,2024-12-24 16:46:03.977649,23720
626,4,2024-12-24 16:46:04.689835,74750
627,5,2024-12-24 16:46:05.377464,31093
628,6,2024-12-24 16:46:06.096312,19690
629,7,2024-12-24 16:46:06.996092,18295
630,8,2024-12-24 16:46:07.785350,26014
631,9,2024-12-24 16:46:08.296067,8568
632,10,2024-12-24 16:46:09.150902,21687
633,11,2024-12-24 16:46:09.812767,12290
634,12,2024-12-24 16:46:10.412847,21865
635,13,2024-12-24 16:46:11.468949,8929
636,14,2024-12-24 16:46:12.194117,48359
637,15,2024-12-24 16:46:12.589737,52415
638,16,2024-12-24 16:46:13.546806,5126
639,17,2024-12-24 16:46:14.073053,22963
640,18,2024-12-24 16:46:14.530556,1766
641,19,2024-12-24 16:46:15.183350,9268
642,20,2024-12-24 16:46:15.899251,9022
643,21,2024-12-24 16:46:16.418919,14134
644,22,2024-12-24 16:46:16.963733,8189
645,23,2024-12-24 16:46:17.461992,23596
646,24,2024-12-24 16:46:18.418964,7107
647,25,2024-12-24 16:46:18.938535,11837
648,21,2024-12-24 16:46:19.600331,14134
649,26,2024-12-24 16:46:20.255999,19846
650,1,2024-12-24 16:48:01.767179,4673
651,2,2024-12-24 16:48:02.835360,5869
652,3,2024-12-24 16:48:03.380037,23720
653,4,2024-12-24 16:48:03.883455,74750
654,5,2024-12-24 16:48:04.696106,31093
655,6,2024-12-24 16:48:05.458464,19690
656,7,2024-12-24 16:48:06.328058,18295
657,8,2024-12-24 16:48:07.200122,26014
658,9,2024-12-24 16:48:07.668167,8568
659,10,2024-12-24 16:48:08.117954,21687
660,11,2024-12-24 16:48:08.519279,12290
661,12,2024-12-24 16:48:08.978963,21865
662,13,2024-12-24 16:48:09.814704,8929
663,14,2024-12-24 16:48:10.513790,48359
664,15,2024-12-24 16:48:10.883862,52415
665,16,2024-12-24 16:48:11.827542,5126
666,17,2024-12-24 16:48:12.328526,22963
667,18,2024-12-24 16:48:12.862483,1766
668,19,2024-12-24 16:48:13.562906,9268
669,20,2024-12-24 16:48:14.277860,9022
670,21,2024-12-24 16:48:14.821953,14134
671,22,2024-12-24 16:48:15.436998,8189
672,23,2024-12-24 16:48:15.993767,23596
673,24,2024-12-24 16:48:17.195053,7107
674,25,2024-12-24 16:48:17.762047,11837
675,21,2024-12-24 16:48:18.505851,14134
676,26,2024-12-24 16:48:19.084616,19846
677,1,2024-12-24 17:00:03.093584,4673
678,2,2024-12-24 17:00:04.328100,5870
679,3,2024-12-24 17:00:04.753196,23720
680,4,2024-12-24 17:00:05.441651,74745
681,5,2024-12-24 17:00:06.272628,31093
682,6,2024-12-24 17:00:07.108857,19690
683,7,2024-12-24 17:00:08.254383,18295
684,8,2024-12-24 17:00:09.360711,26027
685,9,2024-12-24 17:00:09.783161,8568
686,10,2024-12-24 17:00:10.236900,21687
687,11,2024-12-24 17:00:10.610788,12290
688,12,2024-12-24 17:00:11.141107,21866
689,13,2024-12-24 17:00:12.110151,8933
690,14,2024-12-24 17:00:13.160822,48359
691,15,2024-12-24 17:00:13.589936,52415
692,16,2024-12-24 17:00:14.620074,5126
693,17,2024-12-24 17:00:15.250705,22963
694,18,2024-12-24 17:00:15.818650,1775
695,19,2024-12-24 17:00:16.733788,9268
696,20,2024-12-24 17:00:18.161663,9022
697,21,2024-12-24 17:00:18.777254,14134
698,22,2024-12-24 17:00:19.497765,8189
699,23,2024-12-24 17:00:20.225430,23596
700,24,2024-12-24 17:00:21.804880,7107
701,25,2024-12-24 17:00:22.577287,11837
702,21,2024-12-24 17:00:23.335217,14134
703,26,2024-12-24 17:00:24.019816,19846
704,1,2024-12-24 20:00:01.999809,4711
705,2,2024-12-24 20:00:03.450161,5870
706,3,2024-12-24 20:00:04.214748,23722
707,4,2024-12-24 20:00:05.059543,74746
708,5,2024-12-24 20:00:05.923522,31096
709,6,2024-12-24 20:00:06.684193,19693
710,7,2024-12-24 20:00:07.661334,18303
711,8,2024-12-24 20:00:09.382759,26027
712,9,2024-12-24 20:00:10.410350,8575
713,10,2024-12-24 20:00:10.931811,21703
714,11,2024-12-24 20:00:11.795906,12294
715,12,2024-12-24 20:00:12.498838,21872
716,13,2024-12-24 20:00:14.285272,8935
717,14,2024-12-24 20:00:15.629229,48357
718,15,2024-12-24 20:00:16.069986,52404
719,16,2024-12-24 20:00:17.257406,5125
720,17,2024-12-24 20:00:17.983392,22962
721,18,2024-12-24 20:00:18.740555,1778
722,19,2024-12-24 20:00:19.414258,9268
723,20,2024-12-24 20:00:20.359560,9022
724,21,2024-12-24 20:00:21.082900,14134
725,22,2024-12-24 20:00:21.711482,8188
726,23,2024-12-24 20:00:22.403788,23602
727,24,2024-12-24 20:00:23.646861,7106
728,25,2024-12-24 20:00:24.256227,11833
729,21,2024-12-24 20:00:25.089905,14134
730,26,2024-12-24 20:00:25.687303,19846
731,1,2024-12-25 00:00:02.525858,4725
732,2,2024-12-25 00:00:03.737422,5869
733,3,2024-12-25 00:00:04.303078,23722
734,4,2024-12-25 00:00:04.900627,74712
735,5,2024-12-25 00:00:05.678811,31102
736,6,2024-12-25 00:00:06.330948,19699
737,7,2024-12-25 00:00:07.286891,18304
738,8,2024-12-25 00:00:08.521159,26046
739,9,2024-12-25 00:00:09.161565,8584
740,10,2024-12-25 00:00:09.777605,21712
741,11,2024-12-25 00:00:10.228569,12294
742,12,2024-12-25 00:00:10.780286,21881
743,13,2024-12-25 00:00:11.617349,8941
744,14,2024-12-25 00:00:12.559385,48353
745,15,2024-12-25 00:00:13.091804,52407
746,16,2024-12-25 00:00:14.646228,5124
747,17,2024-12-25 00:00:15.354781,22963
748,18,2024-12-25 00:00:15.905872,1785
749,19,2024-12-25 00:00:16.634081,9268
750,20,2024-12-25 00:00:18.038258,9023
751,21,2024-12-25 00:00:18.618982,14134
752,22,2024-12-25 00:00:19.194691,8188
753,23,2024-12-25 00:00:19.746703,23606
754,24,2024-12-25 00:00:20.823226,7106
755,25,2024-12-25 00:00:21.780076,11835
756,21,2024-12-25 00:00:22.533989,14134
757,26,2024-12-25 00:00:23.212420,19929
758,1,2024-12-25 04:00:01.923810,4727
759,2,2024-12-25 04:00:02.923701,5869
760,3,2024-12-25 04:00:03.349247,23723
761,4,2024-12-25 04:00:03.931854,74700
762,5,2024-12-25 04:00:04.698451,31108
763,6,2024-12-25 04:00:05.272291,19701
764,7,2024-12-25 04:00:06.006852,18311
765,8,2024-12-25 04:00:06.742748,26049
766,9,2024-12-25 04:00:07.204770,8588
767,10,2024-12-25 04:00:07.601119,21719
768,11,2024-12-25 04:00:07.957484,12309
769,12,2024-12-25 04:00:08.402672,21883
770,13,2024-12-25 04:00:09.074741,8943
771,14,2024-12-25 04:00:09.800468,48355
772,15,2024-12-25 04:00:10.116763,52404
773,16,2024-12-25 04:00:11.112199,5124
774,17,2024-12-25 04:00:11.554064,22963
775,18,2024-12-25 04:00:12.021849,1786
776,19,2024-12-25 04:00:12.537951,9268
777,20,2024-12-25 04:00:13.245317,9023
778,21,2024-12-25 04:00:13.895808,14136
779,22,2024-12-25 04:00:14.504421,8188
780,23,2024-12-25 04:00:14.903112,23604
781,24,2024-12-25 04:00:15.824884,7106
782,25,2024-12-25 04:00:16.331370,11833
783,21,2024-12-25 04:00:16.989308,14136
784,26,2024-12-25 04:00:17.507818,19929
785,1,2024-12-25 08:00:02.055378,4730
786,2,2024-12-25 08:00:03.136917,5869
787,3,2024-12-25 08:00:03.784116,23723
788,4,2024-12-25 08:00:04.287762,74700
789,5,2024-12-25 08:00:05.002786,31111
790,6,2024-12-25 08:00:05.787830,19701
791,7,2024-12-25 08:00:06.826843,18310
792,8,2024-12-25 08:00:07.699275,26049
793,9,2024-12-25 08:00:08.100151,8589
794,10,2024-12-25 08:00:08.500248,21724
795,11,2024-12-25 08:00:08.827482,12309
796,12,2024-12-25 08:00:09.251583,21883
797,13,2024-12-25 08:00:10.270985,8947
798,14,2024-12-25 08:00:10.923682,48354
799,15,2024-12-25 08:00:11.280364,52403
800,16,2024-12-25 08:00:12.458601,5124
801,17,2024-12-25 08:00:12.982370,22964
802,18,2024-12-25 08:00:13.539868,1787
803,19,2024-12-25 08:00:14.290826,9268
804,20,2024-12-25 08:00:15.218380,9025
805,21,2024-12-25 08:00:16.014570,14136
806,22,2024-12-25 08:00:16.680443,8188
807,23,2024-12-25 08:00:17.212224,23604
808,24,2024-12-25 08:00:18.230333,7106
809,25,2024-12-25 08:00:18.748366,11833
810,21,2024-12-25 08:00:19.468389,14136
811,26,2024-12-25 08:00:20.069871,19933
812,1,2024-12-25 12:00:02.213951,4742
813,2,2024-12-25 12:00:03.296591,5871
814,3,2024-12-25 12:00:03.986471,23738
815,4,2024-12-25 12:00:04.604146,74625
816,5,2024-12-25 12:00:05.335091,31113
817,6,2024-12-25 12:00:06.072807,19832
818,7,2024-12-25 12:00:07.114255,18311
819,8,2024-12-25 12:00:08.448302,26055
820,9,2024-12-25 12:00:09.066368,8599
821,10,2024-12-25 12:00:09.734367,21732
822,11,2024-12-25 12:00:10.206700,12312
823,12,2024-12-25 12:00:10.759782,21893
824,13,2024-12-25 12:00:11.606028,8952
825,14,2024-12-25 12:00:12.425831,48350
826,15,2024-12-25 12:00:12.883865,52395
827,16,2024-12-25 12:00:14.256331,5124
828,17,2024-12-25 12:00:15.089101,22964
829,18,2024-12-25 12:00:15.794227,1790
830,19,2024-12-25 12:00:16.427901,9268
831,20,2024-12-25 12:00:17.381987,9024
832,21,2024-12-25 12:00:18.173231,14135
833,22,2024-12-25 12:00:18.857729,8190
834,23,2024-12-25 12:00:19.647360,23608
835,24,2024-12-25 12:00:20.984639,7107
836,25,2024-12-25 12:00:21.569596,11831
837,21,2024-12-25 12:00:22.238666,14135
838,26,2024-12-25 12:00:22.830785,19933
839,1,2024-12-25 16:00:02.682241,4763
840,2,2024-12-25 16:00:04.541126,5870
841,3,2024-12-25 16:00:05.887623,23740
842,4,2024-12-25 16:00:06.887611,74567
843,5,2024-12-25 16:00:08.277359,31117
844,6,2024-12-25 16:00:09.696196,19873
845,7,2024-12-25 16:00:11.088822,18312
846,8,2024-12-25 16:00:12.740244,26061
847,9,2024-12-25 16:00:13.462223,8612
848,10,2024-12-25 16:00:14.106716,21749
849,11,2024-12-25 16:00:14.975452,12312
850,12,2024-12-25 16:00:15.842034,21913
851,13,2024-12-25 16:00:17.220239,8962
852,14,2024-12-25 16:00:18.339296,48345
853,15,2024-12-25 16:00:19.023318,52393
854,16,2024-12-25 16:00:20.931640,5126
855,17,2024-12-25 16:00:22.008984,22957
856,18,2024-12-25 16:00:23.199585,1798
857,19,2024-12-25 16:00:24.639798,9268
858,20,2024-12-25 16:00:26.303711,9024
859,21,2024-12-25 16:00:27.479333,14134
860,22,2024-12-25 16:00:28.978874,8189
861,23,2024-12-25 16:00:30.021559,23609
862,24,2024-12-25 16:00:32.401476,7106
863,25,2024-12-25 16:00:34.089468,11831
864,21,2024-12-25 16:00:35.454468,14134
865,26,2024-12-25 16:00:36.925529,19933
866,1,2024-12-25 20:00:01.777700,4791
867,2,2024-12-25 20:00:03.085772,5869
868,3,2024-12-25 20:00:03.570153,23748
869,4,2024-12-25 20:00:04.250823,74569
870,5,2024-12-25 20:00:04.984941,31118
871,6,2024-12-25 20:00:05.722232,19886
872,7,2024-12-25 20:00:06.781422,18310
873,8,2024-12-25 20:00:07.740694,26071
874,9,2024-12-25 20:00:08.220375,8620
875,10,2024-12-25 20:00:08.683299,21763
876,11,2024-12-25 20:00:09.071543,12312
877,12,2024-12-25 20:00:09.604136,21929
878,13,2024-12-25 20:00:10.703008,8978
879,14,2024-12-25 20:00:11.740275,48331
880,15,2024-12-25 20:00:12.364034,52406
881,16,2024-12-25 20:00:13.588899,5128
882,17,2024-12-25 20:00:14.139948,22959
883,18,2024-12-25 20:00:14.656730,1802
884,19,2024-12-25 20:00:15.355594,9268
885,20,2024-12-25 20:00:16.110280,9026
886,21,2024-12-25 20:00:16.737433,14134
887,22,2024-12-25 20:00:17.294906,8190
888,23,2024-12-25 20:00:17.908764,23609
889,24,2024-12-25 20:00:19.078744,7105
890,25,2024-12-25 20:00:19.607275,11831
891,21,2024-12-25 20:00:20.292710,14134
892,26,2024-12-25 20:00:20.798102,19957
893,1,2024-12-26 00:00:02.821694,4799
894,2,2024-12-26 00:00:04.132055,5870
895,3,2024-12-26 00:00:04.716159,23748
896,4,2024-12-26 00:00:05.365908,74578
897,5,2024-12-26 00:00:05.970529,31121
898,6,2024-12-26 00:00:06.545688,19894
899,7,2024-12-26 00:00:07.410235,18310
900,8,2024-12-26 00:00:08.314933,26075
901,9,2024-12-26 00:00:09.235033,8624
902,10,2024-12-26 00:00:09.969354,21769
903,11,2024-12-26 00:00:10.365068,12335
904,12,2024-12-26 00:00:10.799367,21932
905,13,2024-12-26 00:00:11.683400,8983
906,14,2024-12-26 00:00:12.441569,48325
907,15,2024-12-26 00:00:12.852731,52405
908,16,2024-12-26 00:00:13.870410,5128
909,17,2024-12-26 00:00:14.446744,22961
910,18,2024-12-26 00:00:14.932980,1806
911,19,2024-12-26 00:00:15.597431,9269
912,20,2024-12-26 00:00:16.363449,9026
913,21,2024-12-26 00:00:16.925517,14142
914,22,2024-12-26 00:00:17.627817,8190
915,23,2024-12-26 00:00:18.289327,23610
916,24,2024-12-26 00:00:19.170905,7106
917,25,2024-12-26 00:00:19.705235,11830
918,21,2024-12-26 00:00:20.369769,14142
919,26,2024-12-26 00:00:20.924346,19957
920,1,2024-12-26 04:00:02.842542,4800
921,2,2024-12-26 04:00:03.945696,5870
922,3,2024-12-26 04:00:04.406044,23755
923,4,2024-12-26 04:00:04.946789,74611
924,5,2024-12-26 04:00:05.585593,31123
925,6,2024-12-26 04:00:06.139032,19899
926,7,2024-12-26 04:00:06.996818,18313
927,8,2024-12-26 04:00:07.817468,26076
928,9,2024-12-26 04:00:08.237735,8626
929,10,2024-12-26 04:00:08.649667,21769
930,11,2024-12-26 04:00:08.982474,12335
931,12,2024-12-26 04:00:09.413035,21934
932,13,2024-12-26 04:00:10.173707,8989
933,14,2024-12-26 04:00:10.794203,48325
934,15,2024-12-26 04:00:11.101366,52406
935,16,2024-12-26 04:00:12.093640,5128
936,17,2024-12-26 04:00:12.617717,22961
937,18,2024-12-26 04:00:13.093402,1804
938,19,2024-12-26 04:00:13.707203,9270
939,20,2024-12-26 04:00:14.525754,9025
940,21,2024-12-26 04:00:14.986401,14142
941,22,2024-12-26 04:00:15.412208,8190
942,23,2024-12-26 04:00:15.792779,23611
943,24,2024-12-26 04:00:16.850536,7107
944,25,2024-12-26 04:00:17.299053,11830
945,21,2024-12-26 04:00:17.818651,14142
946,26,2024-12-26 04:00:18.247969,19967
947,1,2024-12-26 08:00:01.883257,4801
948,2,2024-12-26 08:00:02.654222,5870
949,3,2024-12-26 08:00:03.117196,23755
950,4,2024-12-26 08:00:03.780900,74664
951,5,2024-12-26 08:00:04.551624,31124
952,6,2024-12-26 08:00:05.145824,19899
953,7,2024-12-26 08:00:05.986048,18313
954,8,2024-12-26 08:00:06.903791,26076
955,9,2024-12-26 08:00:07.465258,8626
956,10,2024-12-26 08:00:07.944841,21772
957,11,2024-12-26 08:00:08.365931,12336
958,12,2024-12-26 08:00:08.862371,21933
959,13,2024-12-26 08:00:09.510438,8989
960,14,2024-12-26 08:00:10.142984,48324
961,15,2024-12-26 08:00:10.503074,52406
962,16,2024-12-26 08:00:11.491595,5128
963,17,2024-12-26 08:00:11.959327,22960
964,18,2024-12-26 08:00:12.620787,1805
965,19,2024-12-26 08:00:13.267138,9270
966,20,2024-12-26 08:00:13.948389,9025
967,21,2024-12-26 08:00:14.483417,14142
968,22,2024-12-26 08:00:14.959074,8190
969,23,2024-12-26 08:00:15.418128,23612
970,24,2024-12-26 08:00:16.318064,7107
971,25,2024-12-26 08:00:16.770740,11827
972,21,2024-12-26 08:00:17.402225,14142
973,26,2024-12-26 08:00:17.961524,19967
974,1,2024-12-26 12:00:02.558791,4807
975,2,2024-12-26 12:00:03.767943,5870
976,3,2024-12-26 12:00:04.565041,23758
977,4,2024-12-26 12:00:05.423330,74692
978,5,2024-12-26 12:00:06.416548,31128
979,6,2024-12-26 12:00:07.086216,19914
980,7,2024-12-26 12:00:08.109272,18314
981,8,2024-12-26 12:00:08.948188,26081
982,9,2024-12-26 12:00:09.446785,8629
983,10,2024-12-26 12:00:09.910276,21786
984,11,2024-12-26 12:00:10.417731,12338
985,12,2024-12-26 12:00:10.995615,21941
986,13,2024-12-26 12:00:11.891550,8997
987,14,2024-12-26 12:00:12.690626,48316
988,15,2024-12-26 12:00:13.105307,52395
989,16,2024-12-26 12:00:14.091725,5129
990,17,2024-12-26 12:00:14.612765,22961
991,18,2024-12-26 12:00:15.123732,1807
992,19,2024-12-26 12:00:15.767562,9270
993,20,2024-12-26 12:00:16.568214,9023
994,21,2024-12-26 12:00:17.218078,14143
995,22,2024-12-26 12:00:17.772903,8189
996,23,2024-12-26 12:00:18.387852,23612
997,24,2024-12-26 12:00:19.686025,7107
998,25,2024-12-26 12:00:20.513197,11827
999,21,2024-12-26 12:00:21.367757,14143
1000,26,2024-12-26 12:00:21.983705,19970
1001,1,2024-12-26 16:00:01.751065,4811
1002,2,2024-12-26 16:00:02.968396,5868
1003,3,2024-12-26 16:00:03.759013,23759
1004,4,2024-12-26 16:00:04.868113,74697
1005,5,2024-12-26 16:00:06.088603,31130
1006,6,2024-12-26 16:00:07.160668,19916
1007,7,2024-12-26 16:00:08.209087,18312
1008,8,2024-12-26 16:00:09.073212,26083
1009,9,2024-12-26 16:00:09.643968,8634
1010,10,2024-12-26 16:00:10.295311,21789
1011,11,2024-12-26 16:00:10.788407,12365
1012,12,2024-12-26 16:00:11.320807,21944
1013,13,2024-12-26 16:00:12.231467,9001
1014,14,2024-12-26 16:00:13.152581,48317
1015,15,2024-12-26 16:00:13.954235,52397
1016,16,2024-12-26 16:00:15.136062,5130
1017,17,2024-12-26 16:00:16.094222,22959
1018,18,2024-12-26 16:00:16.808166,1810
1019,19,2024-12-26 16:00:17.601842,9268
1020,20,2024-12-26 16:00:18.834565,9022
1021,21,2024-12-26 16:00:19.681131,14143
1022,22,2024-12-26 16:00:21.122221,8191
1023,23,2024-12-26 16:00:21.899992,23614
1024,24,2024-12-26 16:00:23.666727,7107
1025,25,2024-12-26 16:00:24.894516,11828
1026,21,2024-12-26 16:00:25.919652,14143
1027,26,2024-12-26 16:00:26.674430,19970
1028,1,2024-12-26 20:00:02.653332,4811
1029,2,2024-12-26 20:00:04.243492,5866
1030,3,2024-12-26 20:00:05.293628,23762
1031,4,2024-12-26 20:00:06.121183,74704
1032,5,2024-12-26 20:00:06.949918,31128
1033,6,2024-12-26 20:00:07.551493,19919
1034,7,2024-12-26 20:00:08.780594,18311
1035,8,2024-12-26 20:00:09.828159,26083
1036,9,2024-12-26 20:00:10.430685,8638
1037,10,2024-12-26 20:00:10.952603,21790
1038,11,2024-12-26 20:00:11.395350,12376
1039,12,2024-12-26 20:00:11.958774,21942
1040,13,2024-12-26 20:00:13.428817,9007
1041,14,2024-12-26 20:00:15.183553,48317
1042,15,2024-12-26 20:00:16.829641,52396
1043,16,2024-12-26 20:00:18.881046,5129
1044,17,2024-12-26 20:00:20.330811,22967
1045,18,2024-12-26 20:00:21.573755,1813
1046,19,2024-12-26 20:00:22.466007,9268
1047,20,2024-12-26 20:00:23.319965,9020
1048,21,2024-12-26 20:00:24.079965,14145
1049,22,2024-12-26 20:00:24.707072,8191
1050,23,2024-12-26 20:00:25.219248,23637
1051,24,2024-12-26 20:00:26.612038,7107
1052,25,2024-12-26 20:00:27.259754,11829
1053,21,2024-12-26 20:00:28.013899,14145
1054,26,2024-12-26 20:00:28.566947,19970
1055,1,2024-12-27 00:00:01.950346,4813
1056,2,2024-12-27 00:00:03.208194,5865
1057,3,2024-12-27 00:00:03.678943,23764
1058,4,2024-12-27 00:00:04.156694,74687
1059,5,2024-12-27 00:00:04.699044,31123
1060,6,2024-12-27 00:00:05.338350,19926
1061,7,2024-12-27 00:00:06.285476,18311
1062,8,2024-12-27 00:00:07.057588,26083
1063,9,2024-12-27 00:00:07.473060,8644
1064,10,2024-12-27 00:00:07.869174,21793
1065,11,2024-12-27 00:00:08.243549,12384
1066,12,2024-12-27 00:00:08.647415,21945
1067,13,2024-12-27 00:00:09.493316,9007
1068,14,2024-12-27 00:00:10.210919,48317
1069,15,2024-12-27 00:00:10.616017,52389
1070,16,2024-12-27 00:00:11.612260,5130
1071,17,2024-12-27 00:00:12.161608,22968
1072,18,2024-12-27 00:00:12.702888,1814
1073,19,2024-12-27 00:00:13.498175,9267
1074,20,2024-12-27 00:00:14.450553,9020
1075,21,2024-12-27 00:00:15.126826,14145
1076,22,2024-12-27 00:00:15.907113,8194
1077,23,2024-12-27 00:00:16.539186,23650
1078,24,2024-12-27 00:00:17.896878,7107
1079,25,2024-12-27 00:00:18.717903,11827
1080,21,2024-12-27 00:00:19.431679,14145
1081,26,2024-12-27 00:00:19.975844,19970
1082,1,2024-12-27 04:00:01.755253,4813
1083,2,2024-12-27 04:00:02.951345,5865
1084,3,2024-12-27 04:00:03.401513,23764
1085,4,2024-12-27 04:00:03.928958,74689
1086,5,2024-12-27 04:00:04.514421,31125
1087,6,2024-12-27 04:00:05.104524,19930
1088,7,2024-12-27 04:00:05.913366,18311
1089,8,2024-12-27 04:00:06.609915,26088
1090,9,2024-12-27 04:00:07.037574,8645
1091,10,2024-12-27 04:00:07.419289,21798
1092,11,2024-12-27 04:00:07.755295,12384
1093,12,2024-12-27 04:00:08.185838,21947
1094,13,2024-12-27 04:00:09.054851,9015
1095,14,2024-12-27 04:00:09.778058,48320
1096,15,2024-12-27 04:00:10.120194,52385
1097,16,2024-12-27 04:00:11.347088,5131
1098,17,2024-12-27 04:00:11.801536,22967
1099,18,2024-12-27 04:00:12.243850,1814
1100,19,2024-12-27 04:00:12.766623,9267
1101,20,2024-12-27 04:00:13.395109,9020
1102,21,2024-12-27 04:00:13.932200,14143
1103,22,2024-12-27 04:00:14.479873,8193
1104,23,2024-12-27 04:00:14.901534,23659
1105,24,2024-12-27 04:00:15.831224,7108
1106,25,2024-12-27 04:00:16.259683,11827
1107,21,2024-12-27 04:00:16.799909,14143
1108,26,2024-12-27 04:00:17.251999,19970
1109,1,2024-12-27 08:00:01.696853,4815
1110,2,2024-12-27 08:00:02.753918,5865
1111,3,2024-12-27 08:00:03.460642,23769
1112,4,2024-12-27 08:00:04.247837,74689
1113,5,2024-12-27 08:00:05.161764,31122
1114,6,2024-12-27 08:00:06.023817,19932
1115,7,2024-12-27 08:00:07.052046,18316
1116,8,2024-12-27 08:00:08.143266,26088
1117,9,2024-12-27 08:00:08.770388,8645
1118,10,2024-12-27 08:00:09.200618,21798
1119,11,2024-12-27 08:00:09.578104,12389
1120,12,2024-12-27 08:00:10.046175,21947
1121,13,2024-12-27 08:00:10.869417,9019
1122,14,2024-12-27 08:00:11.533186,48321
1123,15,2024-12-27 08:00:11.890332,52384
1124,16,2024-12-27 08:00:12.950828,5133
1125,17,2024-12-27 08:00:13.448761,22966
1126,18,2024-12-27 08:00:13.963137,1815
1127,19,2024-12-27 08:00:14.900673,9267
1128,20,2024-12-27 08:00:15.614016,9020
1129,21,2024-12-27 08:00:16.143010,14143
1130,22,2024-12-27 08:00:16.639773,8194
1131,23,2024-12-27 08:00:17.098705,23659
1132,24,2024-12-27 08:00:18.341741,7108
1133,25,2024-12-27 08:00:18.810401,11825
1134,21,2024-12-27 08:00:19.423344,14143
1135,26,2024-12-27 08:00:19.920577,19971
1136,1,2024-12-27 12:00:02.970880,4817
1137,2,2024-12-27 12:00:04.624784,5865
1138,3,2024-12-27 12:00:05.373163,23771
1139,4,2024-12-27 12:00:06.354735,74766
1140,5,2024-12-27 12:00:07.167778,31126
1141,6,2024-12-27 12:00:08.012753,19937
1142,7,2024-12-27 12:00:08.952485,18315
1143,8,2024-12-27 12:00:09.951326,26090
1144,9,2024-12-27 12:00:10.554661,8648
1145,10,2024-12-27 12:00:11.034874,21799
1146,11,2024-12-27 12:00:11.561327,12403
1147,12,2024-12-27 12:00:12.254417,21951
1148,13,2024-12-27 12:00:13.218969,9022
1149,14,2024-12-27 12:00:14.090201,48314
1150,15,2024-12-27 12:00:14.668173,52376
1151,16,2024-12-27 12:00:15.980275,5132
1152,17,2024-12-27 12:00:16.724442,22966
1153,18,2024-12-27 12:00:17.293353,1818
1154,19,2024-12-27 12:00:18.385618,9266
1155,20,2024-12-27 12:00:19.921689,9020
1156,21,2024-12-27 12:00:21.013835,14143
1157,22,2024-12-27 12:00:21.872241,8194
1158,23,2024-12-27 12:00:22.652297,23662
1159,24,2024-12-27 12:00:23.939193,7108
1160,25,2024-12-27 12:00:24.635540,11825
1161,21,2024-12-27 12:00:25.370828,14143
1162,26,2024-12-27 12:00:26.039146,19974
1163,1,2024-12-27 16:00:02.198938,4830
1164,2,2024-12-27 16:00:03.487141,5865
1165,3,2024-12-27 16:00:04.133522,23776
1166,4,2024-12-27 16:00:04.915988,74698
1167,5,2024-12-27 16:00:05.737380,31130
1168,6,2024-12-27 16:00:06.518669,19939
1169,7,2024-12-27 16:00:07.510950,18316
1170,8,2024-12-27 16:00:08.387547,26094
1171,9,2024-12-27 16:00:09.013436,8657
1172,10,2024-12-27 16:00:09.627487,21802
1173,11,2024-12-27 16:00:10.175683,12411
1174,12,2024-12-27 16:00:10.793008,21956
1175,13,2024-12-27 16:00:11.796812,9028
1176,14,2024-12-27 16:00:12.544734,48311
1177,15,2024-12-27 16:00:12.951484,52377
1178,16,2024-12-27 16:00:14.096196,5133
1179,17,2024-12-27 16:00:14.800760,22967
1180,18,2024-12-27 16:00:15.711421,1824
1181,19,2024-12-27 16:00:16.598334,9266
1182,20,2024-12-27 16:00:17.424535,9021
1183,21,2024-12-27 16:00:18.087495,14141
1184,22,2024-12-27 16:00:18.687947,8198
1185,23,2024-12-27 16:00:19.218787,23669
1186,24,2024-12-27 16:00:20.668779,7108
1187,25,2024-12-27 16:00:21.394145,11825
1188,21,2024-12-27 16:00:22.215632,14141
1189,26,2024-12-27 16:00:22.834343,19976
1190,1,2024-12-27 17:02:02.412910,4832
1191,2,2024-12-27 17:02:04.121413,5865
1192,3,2024-12-27 17:02:09.387353,23775
1193,4,2024-12-27 17:02:17.087867,74689
1194,5,2024-12-27 17:02:26.488623,31130
1195,6,2024-12-27 17:02:34.137260,19935
1196,7,2024-12-27 17:02:40.606938,18316
1197,8,2024-12-27 17:02:42.927384,26100
1198,9,2024-12-27 17:02:48.908483,8662
1199,10,2024-12-27 17:02:53.937042,21803
1200,11,2024-12-27 17:02:57.700837,12418
1201,12,2024-12-27 17:03:03.821456,21958
1202,13,2024-12-27 17:03:14.274867,9027
1203,14,2024-12-27 17:03:16.513238,48310
1204,15,2024-12-27 17:03:18.163196,52286
1205,16,2024-12-27 17:03:30.865122,5133
